,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
1278,1278,marcorubio,1/10/2016,81,183,,,#iacaucus,"""686368808756473856""",https://twitter.com/marcorubio/status/686368808756473856,"""I'm proud to welcome these great Iowa agriculture leaders to our team: http:// rub.io/DEMctp #iacaucus""",0.8,0
1279,1279,marcorubio,1/10/2016,207,430,,,,"""686340451624865792""",https://twitter.com/marcorubio/status/686340451624865792,"""We should not have a commander-in-chief who wants to weaken our intelligence programs. https:// amp.twimg.com/v/ca246881-b09 b-4cc6-afe7-a2dd80258871 """,0.2,0
1280,1280,marcorubio,1/10/2016,125,323,,,,,,"""Had a great time talking with voters during lunch today at @WadesRestaurant in Spartanburg SC. pic.twitter.com/dRR1XBDNi9"";;@WadesRestaurant;;""686329215361388545"";https://twitter.com/marcorubio/status/686329215361388545",0.8,0
1281,1281,marcorubio,1/10/2016,142,361,,,,"""686289139730259969""",https://twitter.com/marcorubio/status/686289139730259969,"""My thoughts and prayers are with the people of Cape Coral FL who were affected by last night's tornado.""",0,0
1282,1282,marcorubio,1/10/2016,174,456,,,,,,"""Glenn Beck knows it too. Hillary is afraid to run against me because she knows she'll lose. http:// rub.io/tai1VM"";;;;""686282618715779074"";https://twitter.com/marcorubio/status/686282618715779074",-0.6,0
1283,1283,marcorubio,1/10/2016,82,137,,@GStephanopoulos @ThisWeekABC,,"""686259969814085634""",https://twitter.com/marcorubio/status/686259969814085634,"""I talked with @GStephanopoulos this morning on @ThisWeekABC . Watch the interview here: http:// youtu.be/DqM7IFUasE0""",0,0
1284,1284,marcorubio,1/10/2016,128,221,,,#KempForum16,"""686162325192089600""",https://twitter.com/marcorubio/status/686162325192089600,"""We have to address our outdated government: http:// youtu.be/rcJx4VButn4 #KempForum16""",-0.4,0
1285,1285,marcorubio,1/9/2016,191,448,,,,"""686039190761373696""",https://twitter.com/marcorubio/status/686039190761373696,"""Hillary Clinton and Barack Obama's policy of leading from behind is a total failure. http:// rub.io/8k38q7""",-0.238888889,0
1286,1286,marcorubio,1/9/2016,108,214,,,,"""686004481583022081""",https://twitter.com/marcorubio/status/686004481583022081,"""This is how we restore American leadership to a world badly in need of it: http:// rub.io/uQrDcf""",-0.35,0
1287,1287,marcorubio,1/9/2016,115,232,,,,,,"""Today at #KempForum16  I shared about my parents and how their story speaks to the promise of America: http:// youtu.be/MRvE2hN9wFU"";;;#KempForum16;""685980196667658240"";https://twitter.com/marcorubio/status/685980196667658240",0,0
1288,1288,marcorubio,1/9/2016,445,1054,,,,,,"""I would have made a great NFL player...if it weren't for my lack of size speed and talent. #KCvsHOU #PITvsCIN https:// amp.twimg.com/v/2842a87f-cbe 3-4087-8e8b-cc03a546208d "";;;#KCvsHOU #PITvsCIN;""685958039413764096"";https://twitter.com/marcorubio/status/685958039413764096",0.8,0
1289,1289,marcorubio,1/9/2016,449,994,,,,,,"""Yes Hillary is experienced. Experienced in making the wrong decisions. http:// rub.io/8k38q7"";;;;""685913079272574976"";https://twitter.com/marcorubio/status/685913079272574976",0.366666667,0
1290,1290,marcorubio,1/9/2016,77,153,,@SenatorTimScott @PRyan @cspan,#KempForum16,"""685863877653958657""",https://twitter.com/marcorubio/status/685863877653958657,"""About to speak at #KempForum16 in SC w/ @SenatorTimScott and @PRyan . Watch Live >> : http:// opportunitylives.com/kemp : @cspan""",0.136363636,0
1291,1291,marcorubio,1/8/2016,97,214,,,#SOTU,"""685649529044111360""",https://twitter.com/marcorubio/status/685649529044111360,"""Honored that this great Floridian will be my guest at next Tuesday's State of the Union: http:// rub.io/Lw9uqk #SOTU""",0.4,0
