,Unnamed: 0,username,date,retweets,favorites,geo,mentions,hashtags,id,permalink,text,sentiment_polarity,follower_count
416,416,tedcruz,8/21/2016,244,710,,,#Rio2016,"""767451167395688448""",https://twitter.com/tedcruz/status/767451167395688448,"""Texans making the Lone Star State proud at #Rio2016 http:// m.chron.com/olympics/artic le/Where-Texas-ranks-Olympic-medal-count-own-country-9176024.php?utm_source=twitterfeed&utm_medium=twitter """,0.8,1521317
417,417,tedcruz,8/19/2016,318,652,,,,"""766754800348389377""",https://twitter.com/tedcruz/status/766754800348389377,"""Rest in peace to a World War II hero: http://www. elpasotimes.com/story/opinion/ editorials/2016/08/18/editorial-beamesderfer-world-war-ii-hero/88918026/ """,0.0,1516491
418,418,tedcruz,8/19/2016,574,512,,,,"""766626048809119744""",https://twitter.com/tedcruz/status/766626048809119744,"""DOJ funneling tons of money to sanctuary cities: http:// townhall.com/tipsheet/cortn eyobrien/2016/08/12/the-doj-is-funneling-tons-of-money-to-sanctuary-cities-n2203847  Stand w/ me to stop it: https://www. tedcruz.org/l/end-sanctuar y-cities/ """,0.0,1516491
419,419,tedcruz,8/18/2016,296,322,,,,"""766378647095619584""",https://twitter.com/tedcruz/status/766378647095619584,"""Did Iran's Revolutionary Guard Corps seize Obama's potentially illegal $400M payment to Iran? We don't know: http:// on.wsj.com/2blbclv""",-0.5,1513619
420,420,tedcruz,8/18/2016,319,389,,,,"""766326207046557696""",https://twitter.com/tedcruz/status/766326207046557696,"""How you can help families devastated by flooding along the Gulf Coast -> https:// twitter.com/SamaritansPurs e/status/766278453855330304 """,0.0,1513619
421,421,tedcruz,8/18/2016,284,347,,,#FullRepeal,"""766313238099222529""",https://twitter.com/tedcruz/status/766313238099222529,"""Another blow to Obamacare: http://www. nationalreview.com/article/439133 /obamacare-aetna-withdrawal-harms-insurance-scheme  Now help us fight for #FullRepeal : http://www. CruzCrew.com/full_repeal""",0.0,1513619
422,422,tedcruz,8/17/2016,443,593,,,,"""766023513501147136""",https://twitter.com/tedcruz/status/766023513501147136,"""My Protecting Internet Freedom Act would stop it. https:// twitter.com/tedcruz/status /766023275998687232 """,0.0,1511223
423,423,tedcruz,8/17/2016,732,880,,,,"""766023275998687232""",https://twitter.com/tedcruz/status/766023275998687232,"""The Obama Administration's plan to give away control of the internet is an extraordinary threat to freedom http://www. newsmax.com/Newsfront/US-S urrender-Internet-Control/2016/08/17/id/743942/ """,0.3333333333333333,1511223
424,424,tedcruz,8/17/2016,567,804,,,,"""765983222211629056""",https://twitter.com/tedcruz/status/765983222211629056,"""My Protecting Internet Freedom Act would stop the Obama Adminstration's internet transition https:// twitter.com/dcexaminer/sta tus/765819318441480192 """,0.0,1511223
425,425,tedcruz,8/17/2016,488,741,,,,,,"""Obamacare increases healthcare costs limits options & robs Americans of good paying jobs http:// cruzcrew.com/full_repeal pic.twitter.com/Z9i5YCaFdE"";;;;""765909654215929857"";https://twitter.com/tedcruz/status/765909654215929857",0.7,1511223
